pheno_name	pool	p	q	n	entropy	p_val
Family_Trueperaceae	1	10	1	31	0.686350918238129	0
Family_Trueperaceae	2	10	0	16	0	1
Family_UBA12409	1	2	2	31	0.510218878759597	0
Family_UBA12409	2	0	0	16	0	1
Family_UCG-010	1	0	2	31	0	1
Family_UCG-010	2	1	2	16	0.625	0.0055449500554939
Family_Unknown_Family	1	12	0	31	0	1
Family_Unknown_Family	2	4	0	16	0	1
Family_Vampirovibrionaceae	1	12	0	31	0	1
Family_Vampirovibrionaceae	2	1	1	16	0.5	0.0105847457627119
Family_Vermiphilaceae	1	5	4	31	0.805746010291776	0
Family_Vermiphilaceae	2	4	0	16	0	1
Family_Verrucomicrobiaceae	1	0	28	31	0	1
Family_Verrucomicrobiaceae	2	0	7	16	0	1
Family_Vicinamibacteraceae	1	0	12	31	0	1
Family_Vicinamibacteraceae	2	0	3	16	0	1
Family_Vulgatibacteraceae	1	11	0	31	0	1
Family_Vulgatibacteraceae	2	6	1	16	0.780639062229566	0.0906929755327545
Family_WD2101_soil_group	1	1	3	31	0.485867669012388	0
Family_WD2101_soil_group	2	0	1	16	0	1
Family_Weeksellaceae	1	4	1	31	0.540999404901109	0
Family_Weeksellaceae	2	2	1	16	0.625	0.0236777251184834
Family_Xanthobacteraceae	1	0	26	31	0	1
Family_Xanthobacteraceae	2	1	7	16	0.771782221599798	0.0871625693893735
Family_Xanthomonadaceae	1	4	3	31	0.707241505501441	0
Family_Xanthomonadaceae	2	8	0	16	0	1
Family_Xiphinematobacteraceae	1	0	20	31	0	1
Family_Xiphinematobacteraceae	2	0	5	16	0	1
Family_bac2nit3	1	0	8	31	0	1
Family_bac2nit3	2	0	3	16	0	1
Family_cvE6	1	7	0	31	0	1
Family_cvE6	2	9	0	16	0	1
Family_env.OPS_17	1	17	0	31	0	1
Family_env.OPS_17	2	5	0	16	0	1
Genus_28-4	1	1	3	31	0.485867669012388	0
Genus_28-4	2	0	3	16	0	1
Genus_ADurb.Bin063-1	1	2	0	31	0	1
Genus_ADurb.Bin063-1	2	1	6	16	0.780639062229566	0.0727572815533981
Genus_AKYG587	1	1	5	31	0.584372173802724	0
Genus_AKYG587	2	3	2	16	0.827819531114783	0.146719879518072
Genus_Abditibacterium	1	1	7	31	0.64458342028038	0
Genus_Abditibacterium	2	3	0	16	0	1
Genus_Acetonema	1	3	2	31	0.581164324186158	0
Genus_Acetonema	2	2	0	16	0	1
Genus_Acholeplasma	1	31	0	31	0	1
Genus_Acholeplasma	2	14	0	16	0	1
Genus_Achromobacter	1	1	3	31	0.485867669012388	0
Genus_Achromobacter	2	0	3	16	0	1
Genus_Acidibacter	1	8	2	31	0.759418164640927	0.0055449500554939
Genus_Acidibacter	2	2	1	16	0.625	0.0196692913385827
Genus_Acinetobacter	1	1	7	31	0.64458342028038	0
Genus_Acinetobacter	2	0	8	16	0	1
Genus_Actinocorallia	1	1	8	31	0.664121509467157	0
Genus_Actinocorallia	2	4	0	16	0	1
Genus_Actinomadura	1	0	0	31	0	1
Genus_Actinomadura	2	2	1	16	0.625	0.0429578675838349
Genus_Actinopolymorpha	1	0	12	31	0	1
Genus_Actinopolymorpha	2	0	4	16	0	1
Genus_Actinotalea	1	0	5	31	0	1
Genus_Actinotalea	2	3	4	16	0.952819531114783	0.557928934010152
Genus_Aequorivita	1	2	6	31	0.713670821895744	0.0055449500554939
Genus_Aequorivita	2	0	6	16	0	1
Genus_Aeribacillus	1	0	14	31	0	1
Genus_Aeribacillus	2	0	14	16	0	1
Genus_Aeromicrobium	1	3	4	31	0.707241505501441	0
Genus_Aeromicrobium	2	0	2	16	0	1
Genus_Ahniella	1	14	0	31	0	1
Genus_Ahniella	2	0	2	16	0	1
Genus_Alicyclobacillus	1	0	1	31	0	1
Genus_Alicyclobacillus	2	0	5	16	0	1
Genus_Altererythrobacter	1	7	0	31	0	1
Genus_Altererythrobacter	2	1	1	16	0.5	0.0105847457627119
Genus_Alterococcus	1	0	12	31	0	1
Genus_Alterococcus	2	0	2	16	0	1
Genus_Amaricoccus	1	0	20	31	0	1
Genus_Amaricoccus	2	0	4	16	0	1
Genus_Aminobacter	1	1	3	31	0.485867669012388	0
Genus_Aminobacter	2	2	2	16	0.75	0.061985111662531
Genus_Ammoniibacillus	1	0	2	31	0	1
Genus_Ammoniibacillus	2	1	1	16	0.5	0.0105847457627119
Genus_Ammoniphilus	1	0	16	31	0	1
Genus_Ammoniphilus	2	0	0	16	0	1
Genus_Amnipila	1	1	0	31	0	1
Genus_Amnipila	2	1	1	16	0.5	0.0315347159603246
Genus_Anaerobium	1	1	7	31	0.64458342028038	0
Genus_Anaerobium	2	0	4	16	0	1
Genus_Anaerocolumna	1	12	0	31	0	1
Genus_Anaerocolumna	2	1	1	16	0.5	0.0196692913385827
Genus_Anaerolinea	1	0	16	31	0	1
Genus_Anaerolinea	2	0	5	16	0	1
Genus_Anaerolineaceae_UCG-001	1	8	0	31	0	1
Genus_Anaerolineaceae_UCG-001	2	0	0	16	0	1
Genus_Anaeromyxobacter	1	3	0	31	0	1
Genus_Anaeromyxobacter	2	1	1	16	0.5	0
Genus_Anaerosalibacter	1	5	1	31	0.584372173802724	0
Genus_Anaerosalibacter	2	0	2	16	0	1
Genus_Anaerosporobacter	1	4	0	31	0	1
Genus_Anaerosporobacter	2	7	0	16	0	1
Genus_Anaerostignum	1	0	4	31	0	1
Genus_Anaerostignum	2	0	4	16	0	1
Genus_Anaerotruncus	1	0	4	31	0	1
Genus_Anaerotruncus	2	0	3	16	0	1
Genus_Anaerovorax	1	0	0	31	0	1
Genus_Anaerovorax	2	0	4	16	0	1
Genus_Aneurinibacillus	1	0	22	31	0	1
Genus_Aneurinibacillus	2	0	9	16	0	1
Genus_Aquamicrobium	1	2	4	31	0.636296060074879	0
Genus_Aquamicrobium	2	0	3	16	0	1
Genus_Aquicella	1	3	5	31	0.750614274403056	0
Genus_Aquicella	2	12	0	16	0	1
Genus_Aquisphaera	1	4	1	31	0.540999404901109	0
Genus_Aquisphaera	2	0	9	16	0	1
Genus_Arenibacter	1	4	0	31	0	1
Genus_Arenibacter	2	0	3	16	0	1
Genus_Arenimonas	1	2	12	31	0.785135430218141	0
Genus_Arenimonas	2	0	4	16	0	1
Genus_Asticcacaulis	1	15	0	31	0	1
Genus_Asticcacaulis	2	5	0	16	0	1
Genus_Azoarcus	1	3	3	31	0.65210976961272	0
Genus_Azoarcus	2	0	4	16	0	1
Genus_Azospirillum	1	0	0	31	0	1
Genus_Azospirillum	2	2	0	16	0	1
Genus_BIyi10	1	3	13	31	0.851823778328785	0.0154197530864198
Genus_BIyi10	2	0	16	16	0	1
Genus_Bacillus	1	0	8	31	0	1
Genus_Bacillus	2	0	3	16	0	1
Genus_Bacteriovorax	1	3	0	31	0	1
Genus_Bacteriovorax	2	0	1	16	0	1
Genus_Bauldia	1	5	2	31	0.679668828976494	0
Genus_Bauldia	2	9	0	16	0	1
Genus_Bdellovibrio	1	1	12	31	0.689838775044371	0
Genus_Bdellovibrio	2	1	4	16	0.75	0.0429578675838349
Genus_Blastocatella	1	0	9	31	0	1
Genus_Blastocatella	2	0	2	16	0	1
Genus_Blastopirellula	1	0	15	31	0	1
Genus_Blastopirellula	2	1	0	16	0	1
Genus_Bordetella	1	2	1	31	0.414922223585827	0
Genus_Bordetella	2	0	4	16	0	1
Genus_Bosea	1	5	1	31	0.584372173802724	0
Genus_Bosea	2	1	1	16	0.5	0.0105847457627119
Genus_Brevibacillus	1	0	14	31	0	1
Genus_Brevibacillus	2	1	0	16	0	1
Genus_Brevundimonas	1	0	17	31	0	1
Genus_Brevundimonas	2	0	2	16	0	1
Genus_Brucella	1	0	5	31	0	1
Genus_Brucella	2	0	6	16	0	1
Genus_Bryobacter	1	7	0	31	0	1
Genus_Bryobacter	2	6	0	16	0	1
Genus_Bythopirellula	1	7	0	31	0	1
Genus_Bythopirellula	2	0	3	16	0	1
Genus_CL500-29_marine_group	1	8	4	31	0.88549534595621	0.0429578675838349
Genus_CL500-29_marine_group	2	0	4	16	0	1
Genus_CL500-3	1	3	2	31	0.581164324186158	0
Genus_CL500-3	2	0	4	16	0	1
Genus_Caldalkalibacillus	1	1	7	31	0.64458342028038	0
Genus_Caldalkalibacillus	2	0	1	16	0	1
Genus_Caldibacillus	1	0	6	31	0	1
Genus_Caldibacillus	2	0	4	16	0	1
Genus_Caldicoprobacter	1	9	0	31	0	1
Genus_Caldicoprobacter	2	0	0	16	0	1
Genus_Calditerricola	1	6	0	31	0	1
Genus_Calditerricola	2	0	4	16	0	1
Genus_Candidatus_Amoebophilus	1	1	0	31	0	1
Genus_Candidatus_Amoebophilus	2	2	0	16	0	1
Genus_Candidatus_Berkiella	1	3	0	31	0	1
Genus_Candidatus_Berkiella	2	4	0	16	0	1
Genus_Candidatus_Chloroploca	1	0	8	31	0	1
Genus_Candidatus_Chloroploca	2	4	0	16	0	1
Genus_Candidatus_Megaira	1	1	1	31	0.319625568412056	0
Genus_Candidatus_Megaira	2	1	0	16	0	1
Genus_Candidatus_Metachlamydia	1	1	17	31	0.635118235022838	0
Genus_Candidatus_Metachlamydia	2	0	3	16	0	1
Genus_Candidatus_Nitrocosmicus	1	0	13	31	0	1
Genus_Candidatus_Nitrocosmicus	2	0	7	16	0	1
Genus_Candidatus_Nitrososphaera	1	1	8	31	0.664121509467157	0
Genus_Candidatus_Nitrososphaera	2	0	4	16	0	1
Genus_Candidatus_Nucleicultrix	1	2	0	31	0	1
Genus_Candidatus_Nucleicultrix	2	1	3	16	0.702819531114783	0.0691628664495114
Genus_Candidatus_Ovatusbacter	1	0	3	31	0	1
Genus_Candidatus_Ovatusbacter	2	0	4	16	0	1
Genus_Candidatus_Paracaedibacter	1	0	17	31	0	1
Genus_Candidatus_Paracaedibacter	2	0	6	16	0	1
Genus_Candidatus_Protochlamydia	1	18	0	31	0	1
Genus_Candidatus_Protochlamydia	2	7	0	16	0	1
Genus_Candidatus_Solibacter	1	9	0	31	0	1
Genus_Candidatus_Solibacter	2	0	3	16	0	1
Genus_Candidatus_Xiphinematobacter	1	0	18	31	0	1
Genus_Candidatus_Xiphinematobacter	2	0	2	16	0	1
Genus_Caproiciproducens	1	3	0	31	0	1
Genus_Caproiciproducens	2	1	4	16	0.75	0.0393730297723292
Genus_Castellaniella	1	20	0	31	0	1
Genus_Castellaniella	2	1	1	16	0.5	0.0236777251184834
Genus_Caulobacter	1	0	2	31	0	1
Genus_Caulobacter	2	0	3	16	0	1
Genus_Cellulomonas	1	0	10	31	0	1
Genus_Cellulomonas	2	4	1	16	0.75	0.0315347159603246
Genus_Cellulosilyticum	1	2	3	31	0.581164324186158	0
Genus_Cellulosilyticum	2	2	0	16	0	1
Genus_Cellulosimicrobium	1	0	18	31	0	1
Genus_Cellulosimicrobium	2	1	0	16	0	1
Genus_Cellvibrio	1	18	0	31	0	1
Genus_Cellvibrio	2	8	0	16	0	1
Genus_Chelativorans	1	0	10	31	0	1
Genus_Chelativorans	2	0	3	16	0	1
Genus_Chelatococcus	1	2	3	31	0.581164324186158	0
Genus_Chelatococcus	2	0	2	16	0	1
Genus_Chitinimonas	1	0	27	31	0	1
Genus_Chitinimonas	2	0	12	16	0	1
Genus_Chitinophaga	1	4	0	31	0	1
Genus_Chitinophaga	2	4	0	16	0	1
Genus_Christensenellaceae_R-7_group	1	1	1	31	0.319625568412056	0
Genus_Christensenellaceae_R-7_group	2	0	1	16	0	1
Genus_Chryseobacterium	1	4	2	31	0.636296060074879	0
Genus_Chryseobacterium	2	2	1	16	0.625	0.0278587360594796
Genus_Chryseolinea	1	0	23	31	0	1
Genus_Chryseolinea	2	0	14	16	0	1
Genus_Chthoniobacter	1	0	18	31	0	1
Genus_Chthoniobacter	2	0	9	16	0	1
Genus_Ciceribacter	1	1	5	31	0.584372173802724	0
Genus_Ciceribacter	2	0	3	16	0	1
Genus_Citrifermentans	1	13	0	31	0	1
Genus_Citrifermentans	2	0	3	16	0	1
Genus_Clostridium_sensu_stricto_1	1	11	0	31	0	1
Genus_Clostridium_sensu_stricto_1	2	5	0	16	0	1
Genus_Clostridium_sensu_stricto_10	1	5	0	31	0	1
Genus_Clostridium_sensu_stricto_10	2	2	0	16	0	1
Genus_Clostridium_sensu_stricto_12	1	3	2	31	0.581164324186158	0
Genus_Clostridium_sensu_stricto_12	2	0	7	16	0	1
Genus_Clostridium_sensu_stricto_13	1	0	18	31	0	1
Genus_Clostridium_sensu_stricto_13	2	0	4	16	0	1
Genus_Clostridium_sensu_stricto_15	1	1	11	31	0.690213158697814	0
Genus_Clostridium_sensu_stricto_15	2	0	4	16	0	1
Genus_Clostridium_sensu_stricto_18	1	0	10	31	0	1
Genus_Clostridium_sensu_stricto_18	2	1	0	16	0	1
Genus_Clostridium_sensu_stricto_3	1	5	0	31	0	1
Genus_Clostridium_sensu_stricto_3	2	2	0	16	0	1
Genus_Clostridium_sensu_stricto_5	1	2	3	31	0.581164324186158	0
Genus_Clostridium_sensu_stricto_5	2	0	3	16	0	1
Genus_Clostridium_sensu_stricto_6	1	0	13	31	0	1
Genus_Clostridium_sensu_stricto_6	2	0	8	16	0	1
Genus_Clostridium_sensu_stricto_7	1	5	0	31	0	1
Genus_Clostridium_sensu_stricto_7	2	13	0	16	0	1
Genus_Clostridium_sensu_stricto_8	1	3	1	31	0.485867669012388	0
Genus_Clostridium_sensu_stricto_8	2	4	2	16	0.875	0.171760837070254
Genus_Clostridium_sensu_stricto_9	1	0	4	31	0	1
Genus_Clostridium_sensu_stricto_9	2	0	1	16	0	1
Genus_Cohnella	1	13	0	31	0	1
Genus_Cohnella	2	4	0	16	0	1
Genus_Comamonas	1	2	5	31	0.679668828976494	0
Genus_Comamonas	2	0	4	16	0	1
Genus_Conexibacter	1	11	2	31	0.785509813871584	0.0055449500554939
Genus_Conexibacter	2	0	1	16	0	1
Genus_Confluentibacter	1	2	3	31	0.581164324186158	0
Genus_Confluentibacter	2	0	4	16	0	1
Genus_Corallococcus	1	0	21	31	0	1
Genus_Corallococcus	2	0	3	16	0	1
Genus_Coxiella	1	1	0	31	0	1
Genus_Coxiella	2	3	0	16	0	1
Genus_Craurococcus-Caldovatus	1	0	2	31	0	1
Genus_Craurococcus-Caldovatus	2	0	2	16	0	1
Genus_Croceicoccus	1	0	3	31	0	1
Genus_Croceicoccus	2	0	5	16	0	1
Genus_Crocinitomix	1	0	4	31	0	1
Genus_Crocinitomix	2	0	2	16	0	1
Genus_Cryptanaerobacter	1	5	0	31	0	1
Genus_Cryptanaerobacter	2	0	3	16	0	1
Genus_Cytophaga	1	27	0	31	0	1
Genus_Cytophaga	2	6	0	16	0	1
Genus_DEV008	1	10	4	31	0.907724754727182	0.076121892542101
Genus_DEV008	2	0	3	16	0	1
Genus_Defluviitalea	1	13	0	31	0	1
Genus_Defluviitalea	2	7	0	16	0	1
Genus_Demequina	1	1	7	31	0.64458342028038	0
Genus_Demequina	2	1	3	16	0.702819531114783	0.0315347159603246
Genus_Denitromonas	1	1	7	31	0.64458342028038	0
Genus_Denitromonas	2	0	1	16	0	1
Genus_Desulfallas-Sporotomaculum	1	12	0	31	0	1
Genus_Desulfallas-Sporotomaculum	2	0	2	16	0	1
Genus_Desulfitibacter	1	5	0	31	0	1
Genus_Desulfitibacter	2	1	0	16	0	1
Genus_Desulfitobacterium	1	1	0	31	0	1
Genus_Desulfitobacterium	2	0	2	16	0	1
Genus_Desulfofarcimen	1	0	4	31	0	1
Genus_Desulfofarcimen	2	0	2	16	0	1
Genus_Desulfosporosinus	1	2	5	31	0.679668828976494	0
Genus_Desulfosporosinus	2	0	4	16	0	1
Genus_Desulfotomaculum	1	6	0	31	0	1
Genus_Desulfotomaculum	2	1	0	16	0	1
Genus_Desulfovibrio	1	1	7	31	0.64458342028038	0
Genus_Desulfovibrio	2	0	1	16	0	1
Genus_Desulfovirga	1	0	13	31	0	1
Genus_Desulfovirga	2	0	3	16	0	1
Genus_Dethiobacter	1	4	2	31	0.636296060074879	0
Genus_Dethiobacter	2	0	3	16	0	1
Genus_Devosia	1	0	13	31	0	1
Genus_Devosia	2	0	4	16	0	1
Genus_Dinghuibacter	1	0	11	31	0	1
Genus_Dinghuibacter	2	0	7	16	0	1
Genus_Dokdonella	1	0	10	31	0	1
Genus_Dokdonella	2	1	2	16	0.625	0.0055449500554939
Genus_Domibacillus	1	6	5	31	0.883120772112641	0.0505071609098568
Genus_Domibacillus	2	0	4	16	0	1
Genus_Dongia	1	27	0	31	0	1
Genus_Dongia	2	10	0	16	0	1
Genus_Dyadobacter	1	0	8	31	0	1
Genus_Dyadobacter	2	0	3	16	0	1
Genus_Edaphobaculum	1	0	31	31	0	1
Genus_Edaphobaculum	2	0	15	16	0	1
Genus_Ellin517	1	0	7	31	0	1
Genus_Ellin517	2	0	2	16	0	1
Genus_Ellin6055	1	0	14	31	0	1
Genus_Ellin6055	2	9	0	16	0	1
Genus_Ellin6067	1	0	7	31	0	1
Genus_Ellin6067	2	0	2	16	0	1
Genus_Emticicia	1	0	31	31	0	1
Genus_Emticicia	2	0	15	16	0	1
Genus_Enhygromyxa	1	18	3	31	0.781438225483848	0.0055449500554939
Genus_Enhygromyxa	2	11	0	16	0	1
Genus_Exiguobacterium	1	0	24	31	0	1
Genus_Exiguobacterium	2	0	4	16	0	1
Genus_Fermentimonas	1	18	0	31	0	1
Genus_Fermentimonas	2	11	0	16	0	1
Genus_Ferrovibrio	1	0	14	31	0	1
Genus_Ferrovibrio	2	0	6	16	0	1
Genus_Ferruginibacter	1	0	28	31	0	1
Genus_Ferruginibacter	2	0	12	16	0	1
Genus_Filomicrobium	1	2	1	31	0.414922223585827	0
Genus_Filomicrobium	2	8	0	16	0	1
Genus_Fimbriiglobus	1	0	17	31	0	1
Genus_Fimbriiglobus	2	4	1	16	0.75	0.107606153846154
Genus_Flavihumibacter	1	0	12	31	0	1
Genus_Flavihumibacter	2	0	6	16	0	1
Genus_Flavitalea	1	0	21	31	0	1
Genus_Flavitalea	2	0	4	16	0	1
Genus_Flavobacterium	1	0	20	31	0	1
Genus_Flavobacterium	2	0	7	16	0	1
Genus_Fluviicola	1	11	0	31	0	1
Genus_Fluviicola	2	0	2	16	0	1
Genus_Fonticella	1	15	0	31	0	1
Genus_Fonticella	2	11	0	16	0	1
Genus_Frankia	1	0	5	31	0	1
Genus_Frankia	2	1	0	16	0	1
Genus_Gaiella	1	1	4	31	0.540999404901109	0
Genus_Gaiella	2	1	2	16	0.625	0.0429578675838349
Genus_Galbitalea	1	0	22	31	0	1
Genus_Galbitalea	2	1	6	16	0.780639062229566	0.0979607843137255
Genus_Gemmata	1	0	5	31	0	1
Genus_Gemmata	2	3	1	16	0.702819531114783	0.0278587360594796
Genus_Gemmatimonas	1	8	0	31	0	1
Genus_Gemmatimonas	2	10	0	16	0	1
Genus_Geobacillus	1	2	5	31	0.679668828976494	0
Genus_Geobacillus	2	10	0	16	0	1
Genus_Georgfuchsia	1	16	1	31	0.652301202470222	0
Genus_Georgfuchsia	2	0	4	16	0	1
Genus_Glutamicibacter	1	1	5	31	0.584372173802724	0
Genus_Glutamicibacter	2	0	4	16	0	1
Genus_Glycomyces	1	1	7	31	0.64458342028038	0
Genus_Glycomyces	2	0	4	16	0	1
Genus_Gordonia	1	1	3	31	0.485867669012388	0
Genus_Gordonia	2	0	4	16	0	1
Genus_HN-HF0106	1	13	0	31	0	1
Genus_HN-HF0106	2	3	0	16	0	1
Genus_Haliangium	1	0	11	31	0	1
Genus_Haliangium	2	4	2	16	0.875	0.218505559673832
Genus_Halocella	1	8	1	31	0.664121509467157	0
Genus_Halocella	2	0	4	16	0	1
Genus_Haloimpatiens	1	8	0	31	0	1
Genus_Haloimpatiens	2	5	1	16	0.774397470347699	0.107606153846154
Genus_Haloplasma	1	8	0	31	0	1
Genus_Haloplasma	2	6	0	16	0	1
Genus_Herbinix	1	2	0	31	0	1
Genus_Herbinix	2	12	0	16	0	1
Genus_Herpetosiphon	1	0	5	31	0	1
Genus_Herpetosiphon	2	0	3	16	0	1
Genus_Hirschia	1	0	5	31	0	1
Genus_Hirschia	2	5	1	16	0.774397470347699	0.114587155963303
Genus_Hungateiclostridium	1	2	4	31	0.636296060074879	0
Genus_Hungateiclostridium	2	0	4	16	0	1
Genus_Hydrogenophaga	1	31	0	31	0	1
Genus_Hydrogenophaga	2	0	3	16	0	1
Genus_Hyphomicrobium	1	0	24	31	0	1
Genus_Hyphomicrobium	2	0	11	16	0	1
Genus_IMCC26207	1	1	3	31	0.485867669012388	0
Genus_IMCC26207	2	3	4	16	0.952819531114783	0.557928934010152
Genus_IS-44	1	0	21	31	0	1
Genus_IS-44	2	0	10	16	0	1
Genus_Iamia	1	0	19	31	0	1
Genus_Iamia	2	4	2	16	0.875	0.215121009651076
Genus_Ilumatobacter	1	0	12	31	0	1
Genus_Ilumatobacter	2	0	4	16	0	1
Genus_Imperialibacter	1	0	15	31	0	1
Genus_Imperialibacter	2	0	2	16	0	1
Genus_Incertae_Sedis	1	1	2	31	0.414922223585827	0
Genus_Incertae_Sedis	2	2	0	16	0	1
Genus_Inquilinus	1	1	4	31	0.540999404901109	0
Genus_Inquilinus	2	0	4	16	0	1
Genus_Intrasporangium	1	0	10	31	0	1
Genus_Intrasporangium	2	0	6	16	0	1
Genus_Isoptericola	1	1	10	31	0.686350918238129	0
Genus_Isoptericola	2	0	4	16	0	1
Genus_Isosphaera	1	9	0	31	0	1
Genus_Isosphaera	2	0	3	16	0	1
Genus_JCM_18997	1	0	8	31	0	1
Genus_JCM_18997	2	0	0	16	0	1
Genus_JGI_0001001-H03	1	0	10	31	0	1
Genus_JGI_0001001-H03	2	0	12	16	0	1
Genus_Jonesia	1	3	1	31	0.485867669012388	0
Genus_Jonesia	2	0	3	16	0	1
Genus_KCM-B-112	1	1	4	31	0.540999404901109	0
Genus_KCM-B-112	2	0	1	16	0	1
Genus_KD3-10	1	2	8	31	0.759418164640927	0
Genus_KD3-10	2	1	1	16	0.5	0.0055449500554939
Genus_Kaistia	1	16	0	31	0	1
Genus_Kaistia	2	1	1	16	0.5	0.0196692913385827
Genus_Ketobacter	1	7	2	31	0.73988007545415	0
Genus_Ketobacter	2	1	2	16	0.625	0.0236777251184834
Genus_Knoellia	1	0	4	31	0	1
Genus_Knoellia	2	0	3	16	0	1
Genus_Kroppenstedtia	1	0	13	31	0	1
Genus_Kroppenstedtia	2	0	3	16	0	1
Genus_Kyrpidia	1	4	0	31	0	1
Genus_Kyrpidia	2	0	4	16	0	1
Genus_LD29	1	0	21	31	0	1
Genus_LD29	2	1	7	16	0.771782221599798	0.0942641509433962
Genus_Labrys	1	7	0	31	0	1
Genus_Labrys	2	0	13	16	0	1
Genus_Laceyella	1	0	15	31	0	1
Genus_Laceyella	2	3	6	16	0.98345859334435	1
Genus_Lachnotalea	1	1	0	31	0	1
Genus_Lachnotalea	2	0	2	16	0	1
Genus_Lacunisphaera	1	17	0	31	0	1
Genus_Lacunisphaera	2	9	0	16	0	1
Genus_Lautropia	1	0	13	31	0	1
Genus_Lautropia	2	0	4	16	0	1
Genus_Leadbetterella	1	2	0	31	0	1
Genus_Leadbetterella	2	0	4	16	0	1
Genus_Lechevalieria	1	2	0	31	0	1
Genus_Lechevalieria	2	0	6	16	0	1
Genus_Legionella	1	3	8	31	0.830363610067489	0
Genus_Legionella	2	3	1	16	0.702819531114783	0.0468109028960818
Genus_Leifsonia	1	6	1	31	0.618374166721974	0
Genus_Leifsonia	2	9	0	16	0	1
Genus_Lentimicrobium	1	2	1	31	0.414922223585827	0
Genus_Lentimicrobium	2	0	1	16	0	1
Genus_Leptonema	1	14	0	31	0	1
Genus_Leptonema	2	1	2	16	0.625	0.0393730297723292
Genus_Leucobacter	1	0	9	31	0	1
Genus_Leucobacter	2	0	4	16	0	1
Genus_Limnobacter	1	8	0	31	0	1
Genus_Limnobacter	2	9	0	16	0	1
Genus_Limnochorda	1	0	3	31	0	1
Genus_Limnochorda	2	0	3	16	0	1
Genus_Litorilinea	1	1	16	31	0.652301202470222	0
Genus_Litorilinea	2	0	10	16	0	1
Genus_Longispora	1	7	0	31	0	1
Genus_Longispora	2	9	0	16	0	1
Genus_Luteimonas	1	0	7	31	0	1
Genus_Luteimonas	2	10	0	16	0	1
Genus_Luteitalea	1	0	5	31	0	1
Genus_Luteitalea	2	5	0	16	0	1
Genus_Luteolibacter	1	24	0	31	0	1
Genus_Luteolibacter	2	16	0	16	0	1
Genus_Lysinibacillus	1	0	5	31	0	1
Genus_Lysinibacillus	2	2	0	16	0	1
Genus_Lysobacter	1	1	6	31	0.618374166721974	0
Genus_Lysobacter	2	0	4	16	0	1
Genus_MM2	1	0	11	31	0	1
Genus_MM2	2	0	4	16	0	1
Genus_MND1	1	0	8	31	0	1
Genus_MND1	2	6	0	16	0	1
Genus_Mahella	1	0	1	31	0	1
Genus_Mahella	2	0	3	16	0	1
Genus_Marmoricola	1	0	4	31	0	1
Genus_Marmoricola	2	0	3	16	0	1
Genus_Massilia	1	1	7	31	0.64458342028038	0
Genus_Massilia	2	0	4	16	0	1
Genus_Mesorhizobium	1	18	0	31	0	1
Genus_Mesorhizobium	2	2	4	16	0.875	0.193730052199851
Genus_Methanobacterium	1	1	2	31	0.414922223585827	0
Genus_Methanobacterium	2	9	0	16	0	1
Genus_Methanobrevibacter	1	3	2	31	0.581164324186158	0
Genus_Methanobrevibacter	2	6	0	16	0	1
Genus_Methanocella	1	3	0	31	0	1
Genus_Methanocella	2	0	4	16	0	1
Genus_Methanoculleus	1	2	0	31	0	1
Genus_Methanoculleus	2	0	4	16	0	1
Genus_Methanomassiliicoccus	1	1	1	31	0.319625568412056	0
Genus_Methanomassiliicoccus	2	1	0	16	0	1
Genus_Methanosarcina	1	1	0	31	0	1
Genus_Methanosarcina	2	4	0	16	0	1
Genus_Methylobacillus	1	0	7	31	0	1
Genus_Methylobacillus	2	0	4	16	0	1
Genus_Methylobacter	1	0	16	31	0	1
Genus_Methylobacter	2	1	8	16	0.75	0.0505071609098568
Genus_Methylocaldum	1	1	3	31	0.485867669012388	0
Genus_Methylocaldum	2	0	1	16	0	1
Genus_Methylomicrobium	1	0	16	31	0	1
Genus_Methylomicrobium	2	0	9	16	0	1
Genus_Methyloversatilis	1	1	6	31	0.618374166721974	0
Genus_Methyloversatilis	2	0	4	16	0	1
Genus_Microbispora	1	1	5	31	0.584372173802724	0
Genus_Microbispora	2	0	4	16	0	1
Genus_Micromonospora	1	2	2	31	0.510218878759597	0
Genus_Micromonospora	2	0	2	16	0	1
Genus_Microvirga	1	3	2	31	0.581164324186158	0
Genus_Microvirga	2	0	3	16	0	1
Genus_Minicystis	1	6	2	31	0.713670821895744	0.0105847457627119
Genus_Minicystis	2	0	2	16	0	1
Genus_Mobilitalea	1	19	0	31	0	1
Genus_Mobilitalea	2	3	0	16	0	1
Genus_Moheibacter	1	1	3	31	0.485867669012388	0
Genus_Moheibacter	2	0	4	16	0	1
Genus_Mucilaginibacter	1	1	1	31	0.319625568412056	0
Genus_Mucilaginibacter	2	0	2	16	0	1
Genus_Mycobacterium	1	0	24	31	0	1
Genus_Mycobacterium	2	0	0	16	0	1
Genus_Nannocystis	1	0	5	31	0	1
Genus_Nannocystis	2	0	3	16	0	1
Genus_Neochlamydia	1	1	0	31	0	1
Genus_Neochlamydia	2	7	0	16	0	1
Genus_Niabella	1	1	7	31	0.64458342028038	0.0055449500554939
Genus_Niabella	2	0	2	16	0	1
Genus_Niastella	1	0	24	31	0	1
Genus_Niastella	2	0	4	16	0	1
Genus_Nitrobacter	1	30	0	31	0	1
Genus_Nitrobacter	2	5	0	16	0	1
Genus_Nitrolancea	1	12	0	31	0	1
Genus_Nitrolancea	2	0	2	16	0	1
